0,當年連軍校都搶破頭 能考上警專算很猛了,0,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於當年連軍校都搶破頭的人能考上警專算很猛了這個行為進行了負面評論，並且暗示這個行為是惡意的。這種行為符合身體羞辱的定義，因為在這種行為中，加害者不請自來對目標身體表達負面意見或評論，並且使被害者產生身體羞恥感。因此，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,在意個肥婆開條件不知道要幹嘛,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於一個肥婆的開條件表示了在意，這表明作者認為這個開條件是具有負面意見的，且可能會對作者造成身體羞恥感。然而，作者並未明確表明這個開條件是身體羞辱的行為，因此這個行為在這篇文章中可以被視為是中立的。
,sentene,label,predicted,response
0,爸媽當肥羊花大錢救回台灣 結果被肥婆騙砲,1,0,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者描述了一個情況，該情況涉及到對一個人的身體的負面評論，這樣的行為不符合身體羞辱的定義，也不符合善意和惡意的分別。因此，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,肥短腿,1,1,根據身體羞辱定義，肥短腿是一種負面評論，因此該文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,她由黑變白，蘿蔔腿變鳥仔腳，人家其實,2,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對一個女性進行了形容，並且使用了負面評論，例如說她變了黑髮，蘿蔔腿變了鳥仔腳，這些評論使該女性感到身體羞恥。這種行為符合身體羞辱的定义，因為它們是一種非重複性行為，由加害者不請自來對目標身體表達負面意見或評論。然而，這種行為也可能會引起歧視，因為它們可能會被視為對被評論者的冒犯或攻擊。因此，這篇文章可能會引起歧視，因為它們使用了負面評論和形容，並且可能會被視為對被評論者的冒犯。
,sentene,label,predicted,response
0,我會 畢竟你不知道哪一次司機沒過勞,0,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。然而，這並不意味著被害者會認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，身體羞辱的範圍從善意的建議到惡意的羞辱，並且這並不涉及歧視。
,sentene,label,predicted,response
0,沒奶子不可以,2,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該作者對於“沒奶子不可以”這個詞語表達了負面意見，並且使用了廣泛的數據來支持他們的意見，這使得該詞語具有了歧視的含義。因此，根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,不給幹處女正妹 vs 榨汁機龍妹才有得比,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於女性身體的評論從善意建議到惡意羞辱，並且使用了廣泛的性別刻板印象和侮辱性詞語。這種行為可能會使觀眾對於女性身體产生負面的看法，並且影響到女性的自我認同和自尊心。因此，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,生老病死，一路好走,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。這種行為可能會使被害者產生身體羞恥感，但並不是有意傷害被害者。因此，身體羞辱的範圍從善意的建議到惡意的羞辱，並不是單一的行為，而是一個範圍。
,sentene,label,predicted,response
0,就那種打不贏瘦皮猴拳手的人啊,2,1,這篇文章涉及身體羞辱的歧視。在這篇文章中，作者對於某些人的評論是負面的，特別是對於那些打不贏瘦皮猴拳手的人的評論。這種評論可能會使被評論者感到身體羞恥或受到惡意的羞辱。因此，這種行為符合身體羞辱的定义，並且可能涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,:ＸＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤ,0,0,這篇文章沒有涉及有關於身體羞辱的歧視。身體羞辱是一種行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。這種行為可能涉及善意的建議，也可能涉及惡意的羞辱，但這並不意味著該行為一定具有歧視性。因此，這篇文章沒有涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,脂肪肝跟體重沒一定，我認識好幾個紙片人,2,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對脂肪肝和體重並没有明确的指導，而是用“紙片人”這個詞語來對待，這種行為使得讀者們容易對脂肪肝和體重進行負面的評論，進而導致歧視。因此，該文章需要更加明確地指導，以避免引起歧視。
,sentene,label,predicted,response
0,:銀正雄寄遺書回家表示厭世自殺家人報警查詢,0,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。因為在這篇文章中，銀正雄寄遺書回家表示厭世自殺，這種行為符合身體羞辱的定义，但卻被該家人報警查詢，並且被指為有關於身體羞辱的歧視行為。
,sentene,label,predicted,response
0,你去話火節會想找龍妹嗎？同理可証！,1,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來對目標身體表達負面意見或評論。這篇文章並未提到身體羞辱的範圍，也沒有說明該行為具有負面、具有冒犯性或使其產生身體羞恥感。因此，這篇文章沒有涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,沒奶又沒屁股,2,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該作者用一個比喻來描述一個人沒奶又沒屁股的情況，這個比喻可能會被讀者當作對於一個人的侮辱或羞辱，因此涉及歧視。
,sentene,label,predicted,response
0,所以之前是在凹什麼,0,0,根據身體羞辱定義，該文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論，但被害者認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，身體羞辱的範圍從善意的建議到惡意的羞辱，並且未涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,"要注意你說的是平均,不是娶刁女或龍妹",1,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，該行為的範圍從善意的建議到惡意的羞辱，並且該行為並不是有意傷害被害者。因此，這篇文章未涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,超討厭黃，醜貓胖貓,0,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，超討厭黃和醜貓胖貓是對目標身體的負面評論，這種評論可能會使被評論者產生身體羞恥感，因此這種行為可能涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,人家肥宅至少懂得藏拙，一堆台女肥醜就,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對肥宅和台女肥醜進行了負面評論，並且該評論是對目標身體的嚴格評論，這種行為符合身體羞辱定義中的一個重要特徵，即加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,不然龍妹會常常遇到怪人搭訕嗎,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對龍妹的評論是負面的，並且使用了侮辱性的言語，這樣對龍妹造成了身體羞辱。因此，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,誰知道肥宅會不會嫖妓 醜又人品差才慘,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該作者對肥宅進行了負面評論，並且用醜和人品差等詞語來形容該人。這種行為符合身體羞辱的定義，因為身體羞辱是一種非重複性行為，在這種行為中加害者不請自來對目標身體表達負面意見或評論。然而，這種行為也可能引起歧視，因為它們可能會被誤解為對肥宅的侮辱，而不是對他們的評論。因此，這篇文章可能會引起歧視，因為它們使用了與身體羞辱相關的詞語和行為。
,sentene,label,predicted,response
0,你同學是不是矮矮胖胖的,1,1,這篇文章涉及身體羞辱的歧視。在這篇文章中，作者對同學的身體進行了負面評論，並且使用了“矮矮胖胖的”這個詞語來形容他們的身體。這種行為可能會使被評論的同學感到冒犯或羞恥，並且從而導致歧視。因此，這篇文章可能會受到歧視的影響。
,sentene,label,predicted,response
0,都不知道原來阿塵這麼龐大,0,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。因為在這篇文章中，作者描述了一個人對另一個人的評論，並且該評論可能具有負面意見或冒犯性，且這個人沒有說明他們的意見是有意傷害對方。這種情況下，對於該對方，可能會被認為受到身體羞辱。
,sentene,label,predicted,response
0,粗暴言論 duck不必,0,0,"身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。

該文章未涉及有關於身體羞辱的歧視。"
,sentene,label,predicted,response
0,"是贏了,但也瘦到皮包骨差點DQ,還好最後階",2,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章並沒有涉及身體羞辱的範圍，並且沒有表達任何惡意的評論。
,sentene,label,predicted,response
0,內行啊，改開F8F對戰烈風啊,0,0,這篇文章沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。被害者認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。
,sentene,label,predicted,response
0,肥婆走開 小熊我可以10次,1,0,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，小熊對肥婆表達了負面意見，並且說肥婆走開。這樣的行為不符合身體羞辱定義中的範圍，因為身體羞辱是一種非重複性行為，加害者不請自來的對目標身體，表達負面意見或評論。因此，這樣的行為可能被视为惡意的羞辱。
,sentene,label,predicted,response
0,這就是偷沒錯啊= =,0,1,這是一篇文章，根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於一個人偷沒錯的事情做出了負面評論，這樣的評論可能會使被評論的人感到身體羞辱。因此，這種評論可能會引起歧視，因為它們可能會被視為對被評論者的冒犯或惡意評論。
,sentene,label,predicted,response
0,鳥仔腳退流行了,2,1,根據身體羞辱定義，鳥仔腳退流行了這篇文章涉及有關於身體羞辱的歧視。因為在這篇文章中，鳥仔腳退流行了被描述為一種負面評論或行為，且這種行為被認為具有冒犯性或使受害者產生身體羞恥感。這種描述符合身體羞辱的定義，即一種非重複性行為中加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,你想臭九妹齁 他那個肥肚,1,0,這篇文章涉及身體羞辱的歧視。在這篇文章中，該作者對一個人創立了負面評論，並且使用了侮辱性的語言來表達他的想法。這種行為不符合身體羞辱定義中的範圍，因為身體羞辱是一種非重複性行為，加害者不請自來的對目標身體，表達負面意見或評論。
,sentene,label,predicted,response
0,就搶著舔了 一堆龍妹也跩個258萬的,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該作者對龍妹進行了舔體的行為，並且還跩出了幾個258萬的數字。這種行為在身體羞辱定義中被视为負面評論，因為它們對目標身體施加了惡意的評論或羞辱。因此，這篇文章涉及到歧視，因為它們將龍妹視為一個物質的標籤，而不是一個有價值的人。
,sentene,label,predicted,response
0,心機肥婆港女養的吉娃娃,1,1,這篇文章涉及有關於身體羞辱的歧視。心機肥婆和港女這些詞語通常被用來形容人體的壓力或肥體，這些詞語在這篇文章中被使用，並且被用來描述一個人養的吉娃娃，這樣的行為被視為對被描述人的負面評論和羞辱，因此這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,架肌肉對抗力量差太多了,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。這種行為可能會使被害者產生身體羞恥感，但並不一定有意傷害被害者。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。
,sentene,label,predicted,response
0,笑死 硬要開大型施打站 結果其他縣市,0,0,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。在這篇文章中，笑死和硬要開大型施打站這兩個行為被視為對目標身體的負面評論和羞辱，這樣的行為不符合身體羞辱的定義，因此涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,那個水桶腰 別騙我 這隻是豬吧,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，受害者被該加害者對他們的身體評論和建議感到負面和羞恥。這種行為符合身體羞辱定義，因為加害者不請自來對目標身體表達負面意見或評論。然而，受害者可能會認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，這種行為可能會引起歧視。
,sentene,label,predicted,response
0,他沒來你準備娶龍妹  巴結一點,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該男主角對女主角的評論是負面的，並且暗示女主角有點貶低男主角，這樣的評論可能會使女主角感到身體羞恥或受到侮辱。然而，這篇文章並未明確表明男主角對女主角的評論是惡意的，因此可能會有許多人認為這是一種善意或建議性的行為。
,sentene,label,predicted,response
0,肥胖 超噁心,1,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。這種行為的範圍從善意的建議到惡意的羞辱，並且通常與目標身體的品質或價值觀無關。因此，這篇文章不涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,怎麼都沒奶子,2,0,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於一個人沒有奶子的描述，這樣的行為不符合身體羞辱定義中的範圍，因此可能會引起對於身體羞辱的歧視。
,sentene,label,predicted,response
0,龍妹傳給你的訊息你不讀，也很浪漫?,1,0,根據身體羞辱定義，龍妹傳給你的訊息不涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。因此，這篇文章沒有涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,科技業啊  一堆醜女都有辦公室肥宅,0,1,這篇文章涉及有關於身體羞辱的歧視。該文章對於科技業的評論卻以負面的方式表達，並且與肥宅這個詞彙相關聯，這樣的評論可能會使被評論者感到身體羞恥或受到冒犯。因此，這篇文章可能會引起對於身體羞辱的歧視。
,sentene,label,predicted,response
0,沒奶子,2,1,這篇文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來的對目標身體，表達負面意見或評論。然而，在這篇文章中，作者用“沒奶子”這個詞語來形容一個人，這個詞語在常見的語境中並沒有含義，因此可以說這個詞語涉及到歧視。
,sentene,label,predicted,response
0,扁奶醜女,2,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。扁奶和醜女這兩個詞語通常被用來形容某些女性，這將女性們當作不專業、無能力、無豐富的標籤，這種行為是對女性的負面評論，且可能會使女性產生身體羞恥感。因此，這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,瘦皮猴最愛秀腹肌了 體能超弱的一堆,2,1,這篇文章涉及有關於身體羞辱的歧視。瘦皮猴和秀腹肌這兩個詞彙在這篇文章中並沒有被正確地用來描述一個人，因此讓人感到歧視。此外，體能這個詞彙也被用來描述一個人，讓人感到歧視。因此，這篇文章可能會被認為涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,他沒得篩的出嗎 笑死人,0,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該人對另一個人進行了身體羞辱的行為，並且使用了惡意的評論。這種行為可能會使被羞辱的人感到冒犯或羞恥，因此這種行為涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,DPP都很喜歡洗別人是草包,0,0,這篇文章涉及身體羞辱的歧視。在這篇文章中，DPP(人名)和草包(負面評論)這兩個词被用作對他人的形容，這樣的行為不符合身體羞辱定義，因為身體羞辱是一種非重複性行為，加害者不請自來的對目標身體，表達負面意見或評論。因此，這篇文章涉及歧視。
,sentene,label,predicted,response
0,他有做事嗎？新竹一直塞,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章並沒有涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,反觀那個手在抖的,0,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者描述了一個人的手在抖，並且該人被描述為被負面意見或評論所影響。這種描述可能會被讀者認為是對被描述人的羞辱，因此涉及歧視。
,sentene,label,predicted,response
0,友，就算很醜的也有男友所以跟肥沒關係吧,1,0,這篇文章未涉及有關於身體羞辱的歧視。該文章只是對一個朋友進行了評論，並且該評論並沒有涉及身體羞辱的行為。身體羞辱是一種負面行為，它可能會使受害者產生身體羞恥感或受到傷害。因此，在這種情況下，該文章並沒有涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,應該沒人敢送上瘦巴巴的鳥,2,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對鳥的形容是負面的，該形容可能會使讀者感到身體羞恥或冒犯。這種情況下，該形容可能會被視為有關於身體羞辱的行為，因此涉及歧視。
,sentene,label,predicted,response
0,(〒︿〒),0,0,根據身體羞辱定義，該文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論，但被害者認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，身體羞辱的範圍從善意的建議到惡意的羞辱，並不涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,死肥豬真弱智,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對一個人稱呼為“死肥豬”，這個詞的使用可能會被讀者認為有關於對他人的負面評論，並且可能會讓讀者對這個人產生不良的身體印象。因此，這篇文章可能會引起有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,瘦排骨,2,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。然而，該文章提到了“瘦排骨”，這個詞語可能會被視為對瘦排骨這個身體產生的負面評論，因此涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,winamp,0,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。然而，該文章提到了“winamp”，這個名稱可能會被讀者歧視，因為它可能指的是一個音樂播放软件，而不是一個身體羞辱的行為。因此，該文章可能會被讀者歧視。
,sentene,label,predicted,response
0,劉德華一直都說是中國人，立場又沒變,0,0,"根據身體羞辱定義，劉德華對於自己的身體被評論為中國人的身體，表達了負面意見或評論，因此涉及有關於身體羞辱的歧視。 

劉德華一直都說是中國人，但是文章中並沒有明確表明他們的身份，因此不涉及有關於身體羞辱的歧視。"
,sentene,label,predicted,response
0,紙片人路跑 紙片人烤肉大會 紙片人大胃王比賽 紙片人....,2,0,這篇文章並沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。這些行為可能會使被害者產生身體羞恥感，但並不一定有意傷害被害者。因此，這些行為不會涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,這種比較胖 矮 個性溫馴,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。該文章描述了一個比較胖、矮和個性溫馴的人，並且用負面的方式對他們表達了評論。這種行為可能會使被評論的人感到身體羞恥或受到冒犯。因此，這種行為涉及到有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,車主應該是8+9瘦皮猴？,2,0,這篇文章並沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章並沒有涉及有關於身體羞辱的歧視。
,sentene,label,predicted,response
0,原代理沒去招標？,0,1,身體羞辱定義與原代理沒去招標的定義不同，身體羞辱是一種負面行為，而原代理沒去招標則是指一個人或組織在未發明意見或沒有誤解原則的情況下，對另一個人或組織做出有關於其身體或個人的負面評論或行為。因此，該文章涉及有關於身體羞辱的歧視，因為它描述了一個人對另一個人的負面評論。
,sentene,label,predicted,response
