0,不給幹處女正妹 vs 榨汁機龍妹才有得比,1,3,不給幹處女正妹 vs 榨汁機龍妹才有得比,1,1,不給幹處女正妹vs榨汁機龍妹才有得比涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,生老病死，一路好走,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,就那種打不贏瘦皮猴拳手的人啊,2,2,歧視瘦子,1,1,该文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,:ＸＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤＤ,0,3,很抱歉，我无法回答这个问题，因为您没有提供文章的具体内容。,1,0,根据身體羞辱定義，文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,脂肪肝跟體重沒一定，我認識好幾個紙片人,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,:銀正雄寄遺書回家表示厭世自殺家人報警查詢,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,你去話火節會想找龍妹嗎？同理可証！,1,1,歧視胖子,1,1,這篇文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,沒奶又沒屁股,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,所以之前是在凹什麼,0,2,這篇文章是歧視瘦子的。,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,要注意你說的是平均 不是娶刁女或龍妹,1,1,我回答的是歧視胖子。,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,超討厭黃，醜貓胖貓,0,2,歧視瘦子,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,人家肥宅至少懂得藏拙，一堆台女肥醜就,1,1,歧視胖子,1,1,文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,不然龍妹會常常遇到怪人搭訕嗎,1,0,Q1 判斷無歧視,0,1,這篇文章並未涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,誰知道肥宅會不會嫖妓 醜又人品差才慘,1,1,歧視胖子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,你同學是不是矮矮胖胖的,1,1,歧視胖子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,都不知道原來阿塵這麼龐大,0,1,這篇文章是歧視胖子的類型。,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,粗暴言論 duck不必,0,3,很抱歉，我无法回答这个问题，因为您没有提供文章的具体内容。,1,0,粗暴言論 duck不必涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,是贏了 但也瘦到皮包骨差點DQ 還好最後階,2,2,歧視瘦子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,內行啊，改開F8F對戰烈風啊,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,肥婆走開 小熊我可以10次,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,這就是偷沒錯啊= =,0,2,這篇文章是歧視瘦子。,1,0,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,鳥仔腳退流行了,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,你想臭九妹齁 他那個肥肚,1,1,歧視胖子,1,1,文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,就搶著舔了 一堆龍妹也跩個258萬的,1,1,歧視胖子,1,1,這篇文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,心機肥婆港女養的吉娃娃,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,架肌肉對抗力量差太多了,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,笑死 硬要開大型施打站 結果其他縣市,0,1,這篇文章似乎是歧視胖子的類型。,1,0,根據身體羞辱定義，笑死硬要開大型施打站可能涉及身體羞辱的歧視，因為笑死硬要開大型施打站的言行可能讓被害者產生身體羞愧感。因此，這篇文章有可能涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,那個水桶腰 別騙我 這隻是豬吧,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,他沒來你準備娶龍妹  巴結一點,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,肥胖 超噁心,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,怎麼都沒奶子,2,2,歧視瘦子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,龍妹傳給你的訊息你不讀，也很浪漫?,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,科技業啊  一堆醜女都有辦公室肥宅,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,沒奶子,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,扁奶醜女,2,1,歧視胖子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,瘦皮猴最愛秀腹肌了 體能超弱的一堆,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,他沒得篩的出嗎 笑死人,0,2,這篇文章很可能是歧視瘦子。,1,0,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,DPP都很喜歡洗別人是草包,0,2,歧視瘦子,1,0,该文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,他有做事嗎？新竹一直塞,0,2,這篇文章的身體歧視類型是歧視瘦子。,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,反觀那個手在抖的,0,3,反觀那個手在抖的,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,友，就算很醜的也有男友所以跟肥沒關係吧,1,1,這篇文章是歧視胖子的類型。,1,1,文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,應該沒人敢送上瘦巴巴的鳥,2,2,歧視瘦子,1,1,該文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,(〒︿〒),0,3,Q1 無法判斷,3,0,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,死肥豬真弱智,1,1,歧視胖子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,瘦排骨,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,winamp,0,2,這篇文章很可能是歧視瘦子。,1,0,根據身體羞辱定義，文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,劉德華一直都說是中國人，立場又沒變,0,0,Q1 判斷無歧視,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,紙片人路跑 紙片人烤肉大會 紙片人大胃王比賽 紙片人....,2,1,歧視胖子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,這種比較胖 矮 個性溫馴,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,車主應該是8+9瘦皮猴？,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,原代理沒去招標？,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,死肥豬,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,沒奶 給推但沒興趣,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,側翼真的是藉口 中央執政太爛黑道縱橫,0,2,答案：歧視瘦子,1,0,该文章涉及了关于身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,你知道全能住宅後來多起官司糾紛嗎?,0,2,歧視瘦子,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,有瘦皮猴混在裡面了 恥辱啊,2,2,歧視瘦子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,最好是長相普通,0,2,這篇文章很可能是歧視瘦子。,1,0,這篇文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,國人跟都矮矮瘦瘦扁扁的,2,1,歧視胖子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,上的問題,0,3,Q1 無法判斷,3,0,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,還互動六個月 笑死 龍妹智商,1,2,歧視瘦子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,到底誰會選隻瘦皮猴,2,0,Q1 判斷無歧視,0,1,這篇文章並未涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,腿粗也是有一定行情好嗎 又不是每個都,0,2,答案：歧視瘦子,1,0,文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,那江大胖屬實的話也太噁了吧,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,你可以伸進肥宅的屁股感受一下,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,狗娘肛門生的國民黨髒蛆跟死肥豬支持者快找理由啊哈哈,1,2,答案：歧視瘦子,1,1,文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,有些人完全狀況外還可以大言不慚罵蠢蛋,0,1,歧視胖子,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,ee.肥婆....表示,1,1,答案：歧視胖子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,長得又醜又肥就不會被強姦了,1,1,歧視胖子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,們這些共匪高官在搞事情，只出一張嘴,0,2,這篇文章描述的是歧視瘦子。,1,0,這篇文章涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,是合理啦 紙片人最好拉得住哈士奇,2,2,歧視瘦子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,低能兒死肥豬,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,廢話 肥宅整天幻想結果自己跟醜肥甲一,1,1,歧視胖子,1,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,又是這肥婆,1,1,答案：歧視胖子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,看到基進基本上就知道是認知作戰了,0,1,這篇文章是歧視胖子的類型。,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,去鄉下一堆未成年黑衣瘦皮猴+9成群結隊,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,這種體重在八卦版是紙片人等級,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,沒奶子沒黏著度,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,那個女演員是誰啊,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,肥宅醜鬼,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,不只有男友  而且又胖又醜又不有錢  超崩潰的,1,0,Q1 判斷無歧視,0,1,不涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,貧乳沒奶子滾,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,續抽我的，沒錢看你能怎樣，科科,0,3,很抱歉，我无法回答这个问题，因为您提供的信息不足以确定文章的类型。请提供更多上下文或信息，以便我更好地回答您的问题。,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,本板標準 鳥仔腳=身材好,2,2,歧視瘦子,1,1,文章涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,很明顯你是想酸海線死胖子大甲豬肥標吧,1,3,很抱歉，作为AI语言模型，我无法判断您所提到的文章是否存在身體歧視。如果您能提供更多信息，我将尽力回答您的问题。,1,1,這篇文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,我妹是雙胞胎 36歲了 都是肥婆 你說呢,1,1,答案：歧視胖子,1,1,该文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,骨頭的形狀都看的到，這太瘦了,2,2,答案：歧視瘦子,1,1,文章涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,蝙蝠洞壽山,0,0,Q1 判斷無歧視,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,有點希島的感覺，沒奶秀屁股，我十分可,2,1,歧視胖子,1,1,该文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,又肥又胖吃很爽那就是豬仔明,1,2,歧視瘦子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,韓國小眼睛小鼻子..阿本腿很粗@@,1,2,歧視瘦子。,1,1,這篇文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,這變瘦而已啦，鼻骨有化妝打亮,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,太瘦 那個骨頭撞到不蘇胡,2,2,歧視瘦子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,Q,0,3,Q1 無法判斷,3,0,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,南部人又肥又醜可撥,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,肥婆倒退嚕，路不平，愛河又變臭了,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,:推,0,3,Q1 無法判斷,3,0,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,想想被龍妹纏上表白的感覺好嗎 能不能,1,2,答案：歧視瘦子,1,1,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,明明就瘦皮猴什麼美臀,2,2,答案：歧視瘦子,1,1,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,3.0的microusb真的是很搞笑的接口,0,0,Q1 判斷無歧視,0,0,"3.0的microusb真的是很搞笑的接口 

未涉及歧視。"
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,朱胖才沒有玩屁眼這種噁心事,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,死肥豬沒救了,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,可以說不正常ㄚ 就像肥宅兒過胖也是不正常,1,1,這篇文章是歧視胖子的類型。,1,1,文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,好在半夜在路上走有少數路人但都看起來蠻正,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,疫粉777,0,3,Q1 無法判斷,3,0,"根據身體羞辱定義，""疫粉777""的文章可能涉及有關於身體羞辱的歧視。文章中提到了一些人因感染新冠病毒而遭受了身体上的羞辱，这些羞辱可能包括被嘲笑、被孤立、被歧视等。这些羞辱可能导致被害者感到羞耻和沮丧，并可能对其心理健康产生负面影响。因此，根据身體羞辱定義，""疫粉777""的文章可能涉及有關於身體羞辱的歧視。"
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,瘦妹看著舒服，抱著都骨頭，本來就難兩,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,看到瘦皮猴拿球棒，樓上的都會幫忙吧,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,肥婆退散,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,推,0,3,Q1 無法判斷,3,0,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,暖,0,3,很抱歉，我无法回答这个问题，因为您没有提供文章内容。,1,0,根據身體羞辱定義，文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,腿粗 用力抱,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,手 電 筒,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,投訴的地方肥肚悲憤媽媽身材才不堪入,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,比我的腿還粗是怎樣...,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,catchy,0,1,這篇文章似乎是歧視胖子的類型。,1,0,這篇文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,加一加最多150w，以上不含螢幕耗電，所,0,3,Q1 無法判斷,3,0,很抱歉，我无法回答这个问题，因为您没有提供文章的内容。如果您能提供文章的内容，我将尽力回答您的问题。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,這圖一針見血啊！,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,噁心,0,2,歧視瘦子,1,0,文章涉及身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,她本身瘦、骨架小，才顯得成員較胖,1,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,182/70 這根本排骨精 男人瘦成這樣很難,2,0,Q1 判斷無歧視,0,1,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,說太瘦會撞到骨頭得是老二太短吧。目,2,2,歧視瘦子,1,1,该文章涉及了身體羞辱的歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,民進黨金主很不方便,0,0,Q1 判斷無歧視,0,0,未涉及歧視。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
0,:,0,3,Q1 無法判斷,3,0,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
,sentene,label,fat_skinny,response,predicted,comprehensive,response_Q1
